State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn,Total_Calls,Total_minutes,Service_pressure,Call_Per_Day,min_per_day
AR,95,415,No,No,0,69.4,79,190.8,109,219.9,102,8.9,5,0,False,295,489.0,0.0,3.0729166666666665,5.09375
ME,118,408,Yes,Yes,21,156.5,122,209.2,125,158.7,81,11.1,3,4,True,331,535.5,0.03361344537815126,2.7815126050420167,4.5
WV,113,415,No,No,0,61.2,111,92.3,88,197.4,114,13.7,3,5,True,316,364.59999999999997,0.043859649122807015,2.7719298245614037,3.1982456140350872
PA,128,408,Yes,No,0,245.2,112,101.5,101,152.3,116,10.7,5,0,False,334,509.7,0.0,2.5891472868217056,3.9511627906976745
HI,117,408,No,No,0,102.3,100,135.2,104,199.7,93,15.7,10,3,False,307,452.9,0.025423728813559324,2.6016949152542375,3.838135593220339
MT,48,415,No,Yes,36,230.9,92,167.6,121,270.0,87,7.6,4,3,False,304,676.1,0.061224489795918366,6.204081632653061,13.79795918367347
DC,81,510,Yes,No,0,227.4,105,211.5,120,258.2,113,11.9,3,0,False,341,708.9999999999999,0.0,4.158536585365853,8.646341463414632
MS,140,408,No,No,0,162.6,98,206.2,109,141.6,66,8.2,2,1,False,275,518.6,0.0070921985815602835,1.950354609929078,3.6780141843971634
OH,107,510,No,Yes,38,219.4,92,180.5,73,104.1,91,11.0,1,2,False,257,515.0,0.018518518518518517,2.3796296296296298,4.768518518518518
MO,56,415,No,No,0,137.2,111,165.9,119,182.3,72,14.3,4,1,False,306,499.70000000000005,0.017543859649122806,5.368421052631579,8.766666666666667
TX,159,415,No,No,0,87.7,103,278.2,97,170.6,93,10.5,10,1,False,303,547.0,0.00625,1.89375,3.41875
MD,102,415,No,No,0,271.1,80,172.0,133,169.2,105,10.3,5,1,False,323,622.5999999999999,0.009708737864077669,3.1359223300970873,6.044660194174757
SC,106,408,No,No,0,52.2,106,220.1,113,112.3,95,11.4,2,2,False,316,396.0,0.018691588785046728,2.953271028037383,3.7009345794392523
MI,225,415,No,No,0,165.4,106,273.7,109,210.0,93,8.7,3,0,True,311,657.8000000000001,0.0,1.3761061946902655,2.9106194690265488
CO,86,415,No,No,0,217.8,93,214.7,95,228.7,70,11.3,7,0,False,265,672.5,0.0,3.045977011494253,7.7298850574712645
ID,169,415,No,No,0,235.7,79,136.9,85,220.9,97,13.3,10,1,False,271,606.8,0.0058823529411764705,1.5941176470588236,3.5694117647058823
AZ,122,510,No,Yes,22,204.5,92,139.6,121,205.0,103,8.6,5,2,False,321,557.7,0.016260162601626018,2.6097560975609757,4.534146341463415
MN,52,415,No,Yes,32,130.1,68,247.2,77,289.4,87,13.5,5,2,False,237,680.1999999999999,0.03773584905660377,4.471698113207547,12.833962264150943
DE,79,415,No,Yes,34,103.7,100,236.3,78,256.6,102,14.8,4,2,False,284,611.4,0.025,3.55,7.6425
MI,135,415,No,No,0,239.9,91,177.1,104,217.2,118,5.9,3,2,False,316,640.1,0.014705882352941176,2.323529411764706,4.706617647058824
CA,37,415,No,No,0,191.1,69,129.2,113,207.5,117,12.9,1,0,False,300,540.6999999999999,0.0,7.894736842105263,14.228947368421052
MN,161,415,No,Yes,39,218.5,76,112.7,94,205.1,121,7.3,4,1,False,295,543.5999999999999,0.006172839506172839,1.8209876543209877,3.355555555555555
CT,123,415,No,No,0,128.7,126,117.6,94,198.4,132,10.8,5,0,False,357,455.5,0.0,2.879032258064516,3.6733870967741935
WV,80,415,No,Yes,38,236.6,69,197.5,68,209.5,102,9.5,10,2,False,249,653.1,0.024691358024691357,3.074074074074074,8.062962962962963
WV,94,415,No,No,0,85.9,113,226.7,91,279.6,110,15.6,16,0,False,330,607.8000000000001,0.0,3.473684210526316,6.397894736842106
NE,105,415,No,Yes,27,141.2,96,167.7,94,274.4,101,11.4,2,1,False,293,594.6999999999999,0.009433962264150943,2.7641509433962264,5.610377358490565
NC,73,415,No,Yes,31,194.4,104,176.0,84,230.1,110,11.5,3,0,False,301,612.0,0.0,4.0675675675675675,8.27027027027027
NE,112,415,No,No,0,167.6,100,154.5,90,281.4,107,17.3,3,2,False,300,620.8,0.017699115044247787,2.6548672566371683,5.493805309734513
IL,179,408,No,No,0,234.5,134,164.2,94,191.4,72,6.1,4,1,False,304,596.2,0.005555555555555556,1.6888888888888889,3.3122222222222226
MA,57,510,No,No,0,154.2,78,196.7,85,253.5,97,10.1,9,1,False,269,614.5,0.017241379310344827,4.637931034482759,10.594827586206897
AZ,127,415,No,Yes,14,143.2,99,169.9,91,221.6,77,11.6,1,1,False,268,546.3000000000001,0.0078125,2.09375,4.2679687500000005
SD,122,415,Yes,Yes,40,216.4,80,249.7,90,185.9,99,12.7,4,1,False,273,664.7,0.008130081300813009,2.2195121951219514,5.404065040650407
MT,33,510,No,Yes,35,161.9,85,151.2,82,191.0,131,8.5,2,1,False,300,512.6,0.029411764705882353,8.823529411764707,15.076470588235296
VT,94,408,No,No,0,118.7,90,205.1,57,172.2,100,10.4,6,3,False,253,506.4,0.031578947368421054,2.663157894736842,5.330526315789474
UT,100,408,No,No,0,179.1,123,196.6,132,186.7,116,10.2,10,1,False,381,572.6,0.009900990099009901,3.772277227722772,5.66930693069307
HI,106,415,No,No,0,147.9,97,209.3,99,162.1,80,8.8,5,2,False,281,528.1,0.018691588785046728,2.6261682242990654,4.935514018691589
DC,148,415,No,Yes,38,209.2,110,116.6,73,109.6,105,16.5,4,2,False,292,451.9,0.013422818791946308,1.9597315436241611,3.0328859060402684
WI,120,415,No,Yes,29,244.3,140,322.3,89,166.8,83,10.6,6,0,False,318,744.0000000000001,0.0,2.628099173553719,6.148760330578513
UT,91,415,No,Yes,34,175.3,96,262.3,122,143.9,76,5.6,11,1,False,305,587.1,0.010869565217391304,3.3152173913043477,6.381521739130435
WA,86,510,No,No,0,150.5,92,120.3,95,271.2,96,9.0,2,1,False,285,551.0,0.011494252873563218,3.2758620689655173,6.333333333333333
SD,78,415,No,Yes,25,197.4,73,295.7,113,211.7,73,13.2,2,0,False,261,718.0,0.0,3.3037974683544302,9.08860759493671
MT,94,510,No,No,0,163.5,136,143.7,111,253.4,82,12.6,5,1,False,334,573.2,0.010526315789473684,3.5157894736842104,6.033684210526316
NJ,85,415,No,No,0,236.9,93,197.7,113,309.1,78,11.4,7,2,True,291,755.1,0.023255813953488372,3.383720930232558,8.780232558139534
CT,89,415,No,No,0,82.3,77,167.2,80,194.7,70,7.2,4,1,False,231,451.4,0.011111111111111112,2.566666666666667,5.015555555555555
VA,128,415,No,No,0,216.0,111,153.7,115,227.0,74,12.7,4,1,False,304,609.4000000000001,0.007751937984496124,2.356589147286822,4.724031007751939
NC,115,415,Yes,No,0,180.0,119,198.8,126,217.1,70,12.4,3,1,False,318,608.3,0.008620689655172414,2.7413793103448274,5.243965517241379
AK,76,415,No,No,0,143.7,55,173.1,108,239.1,95,5.8,6,1,False,264,561.6999999999999,0.012987012987012988,3.4285714285714284,7.2948051948051935
MD,75,415,No,Yes,39,198.2,107,280.4,132,129.6,73,11.3,7,1,False,319,619.4999999999999,0.013157894736842105,4.197368421052632,8.151315789473683
ND,82,415,No,Yes,29,163.8,77,134.9,112,79.3,95,8.8,2,2,False,286,386.80000000000007,0.024096385542168676,3.4457831325301207,4.660240963855422
IN,87,510,No,No,0,189.5,113,204.9,100,221.7,93,13.4,3,1,False,309,629.4999999999999,0.011363636363636364,3.5113636363636362,7.15340909090909
MI,115,415,No,Yes,26,155.2,110,230.9,133,261.6,100,4.5,4,0,False,347,652.2,0.0,2.9913793103448274,5.622413793103449
AR,99,510,Yes,No,0,242.3,102,350.9,102,163.1,93,11.3,3,0,True,300,767.6,0.0,3.0,7.676
VT,121,415,Yes,Yes,44,254.1,127,180.2,108,196.2,129,8.7,4,3,False,368,639.2,0.02459016393442623,3.0163934426229506,5.2393442622950825
WV,54,510,No,Yes,33,112.0,90,208.0,112,150.3,83,11.3,4,2,False,289,481.6,0.03636363636363636,5.254545454545455,8.756363636363636
CT,95,415,No,No,0,198.4,113,235.9,144,325.6,99,10.1,3,0,False,359,770.0000000000001,0.0,3.7395833333333335,8.020833333333334
OR,163,408,No,Yes,25,219.6,99,210.4,99,242.7,88,13.8,8,2,False,294,686.5,0.012195121951219513,1.7926829268292683,4.185975609756097
VT,57,415,No,No,0,169.6,96,234.7,112,285.4,83,11.2,4,0,False,295,700.9,0.0,5.086206896551724,12.08448275862069
RI,104,408,Yes,No,0,160.4,73,293.9,103,306.6,90,12.6,5,4,False,271,773.5,0.0380952380952381,2.580952380952381,7.366666666666666
RI,83,415,No,Yes,20,95.0,89,167.9,92,200.6,79,11.2,2,0,False,262,474.7,0.0,3.119047619047619,5.651190476190476
NM,141,415,No,No,0,160.1,87,256.7,120,270.0,107,7.0,1,2,False,315,693.8,0.014084507042253521,2.2183098591549295,4.885915492957746
AL,95,415,No,No,0,194.6,114,232.8,106,173.4,92,3.8,2,3,False,314,604.5999999999999,0.03125,3.2708333333333335,6.297916666666666
MT,184,415,No,No,0,236.4,73,287.3,120,192.0,94,13.8,4,1,True,291,729.5,0.005405405405405406,1.572972972972973,3.943243243243243
CT,74,408,No,No,0,157.1,95,213.1,36,280.4,77,7.6,3,2,False,211,658.1999999999999,0.02666666666666667,2.8133333333333335,8.776
TN,67,415,No,No,0,179.8,125,173.2,86,272.8,97,10.9,4,0,False,312,636.6999999999999,0.0,4.588235294117647,9.363235294117645
ID,104,415,Yes,No,0,148.2,108,161.8,113,259.3,103,11.0,4,0,False,328,580.3,0.0,3.123809523809524,5.526666666666666
NH,149,415,No,No,0,119.2,88,168.3,110,204.7,119,12.2,6,4,True,323,504.4,0.02666666666666667,2.1533333333333333,3.3626666666666667
ND,154,408,No,Yes,35,224.0,102,192.0,99,163.1,100,9.6,2,0,False,303,588.7,0.0,1.9548387096774194,3.7980645161290325
SC,138,510,No,Yes,21,19.5,149,140.9,109,179.7,111,7.9,1,0,False,370,348.0,0.0,2.661870503597122,2.5035971223021583
KS,117,415,No,No,0,184.8,83,248.6,101,133.1,113,9.6,8,1,False,305,576.1,0.00847457627118644,2.5847457627118646,4.882203389830509
ME,130,408,No,No,0,176.3,140,201.0,104,161.9,123,11.3,5,1,False,372,550.5,0.007633587786259542,2.8396946564885495,4.202290076335878
RI,73,415,No,No,0,241.7,115,168.5,133,169.8,122,11.1,2,2,False,372,591.1,0.02702702702702703,5.027027027027027,7.987837837837838
WI,100,510,No,Yes,38,224.7,121,294.0,131,290.0,61,9.8,6,0,False,319,818.5,0.0,3.1584158415841586,8.103960396039604
NC,149,510,No,No,0,207.3,115,198.4,82,114.1,83,8.6,4,1,False,284,528.4000000000001,0.006666666666666667,1.8933333333333333,3.5226666666666673
OH,29,408,No,No,0,196.8,81,168.0,110,132.6,98,12.7,7,2,False,296,510.09999999999997,0.06666666666666667,9.866666666666667,17.003333333333334
WY,131,510,No,No,0,110.9,74,115.6,90,190.5,114,15.8,9,1,False,287,432.8,0.007575757575757576,2.1742424242424243,3.278787878787879
NJ,153,510,No,No,0,122.5,145,273.3,103,197.8,71,8.0,3,2,False,322,601.6,0.012987012987012988,2.090909090909091,3.9064935064935065
ND,84,510,No,No,0,226.9,144,201.6,122,130.2,121,13.2,5,2,False,392,571.9000000000001,0.023529411764705882,4.6117647058823525,6.728235294117648
WI,133,510,No,No,0,187.0,65,141.4,128,238.2,108,10.0,8,2,False,309,576.5999999999999,0.014925373134328358,2.3059701492537314,4.302985074626865
NY,87,415,No,No,0,204.8,101,161.0,80,285.7,89,9.5,3,0,False,273,661.0,0.0,3.102272727272727,7.511363636363637
MO,72,415,No,No,0,165.9,114,235.9,97,210.1,120,12.0,5,2,False,336,623.9,0.0273972602739726,4.602739726027397,8.546575342465752
MN,65,510,No,Yes,29,158.1,104,322.2,81,210.0,96,8.9,6,1,False,287,699.1999999999999,0.015151515151515152,4.348484848484849,10.593939393939394
CO,74,415,No,No,0,225.2,93,215.1,120,241.8,95,9.1,2,2,False,310,691.1999999999999,0.02666666666666667,4.133333333333334,9.216
MD,116,408,No,No,0,159.4,79,179.5,88,167.8,71,9.7,2,6,True,240,516.4,0.05128205128205128,2.051282051282051,4.413675213675213
AR,68,510,No,No,0,172.7,95,139.1,90,174.3,99,11.7,1,2,False,285,497.79999999999995,0.028985507246376812,4.130434782608695,7.214492753623188
TN,68,415,No,No,0,222.8,99,175.8,85,202.0,111,11.0,3,3,False,298,611.6,0.043478260869565216,4.318840579710145,8.86376811594203
DE,54,415,Yes,No,0,214.1,77,240.5,94,188.9,75,10.1,3,1,False,249,653.6,0.01818181818181818,4.527272727272727,11.883636363636365
WI,107,408,No,No,0,134.0,104,174.5,94,311.1,79,7.3,3,3,False,280,626.9,0.027777777777777776,2.5925925925925926,5.80462962962963
MN,173,510,No,No,0,291.8,143,214.3,134,151.2,119,9.9,2,0,True,398,667.1999999999999,0.0,2.2873563218390807,3.8344827586206893
MO,110,408,No,No,0,222.7,94,105.8,98,214.8,78,13.5,4,1,False,274,556.8,0.009009009009009009,2.4684684684684686,5.016216216216216
VA,102,510,No,No,0,174.5,79,236.8,136,270.4,110,8.5,5,0,False,330,690.2,0.0,3.203883495145631,6.700970873786408
OK,91,408,No,Yes,31,273.0,78,215.5,98,104.7,114,9.6,2,1,False,292,602.8000000000001,0.010869565217391304,3.1739130434782608,6.552173913043479
CT,64,415,Yes,No,0,225.3,134,108.2,87,139.6,132,17.3,9,1,True,362,490.40000000000003,0.015384615384615385,5.569230769230769,7.544615384615385
TN,176,415,No,Yes,23,283.2,130,162.6,74,177.7,104,7.2,6,1,False,314,630.7,0.005649717514124294,1.7740112994350283,3.563276836158192
WI,84,510,No,Yes,12,89.7,87,138.6,73,165.8,114,10.7,2,1,False,276,404.8,0.011764705882352941,3.2470588235294118,4.762352941176471
SD,138,510,No,No,0,127.1,102,247.7,106,207.7,75,5.0,3,3,False,286,587.5,0.02158273381294964,2.0575539568345325,4.226618705035971
ND,101,415,No,Yes,28,105.9,132,231.7,107,281.3,120,10.7,5,1,False,364,629.6000000000001,0.00980392156862745,3.5686274509803924,6.172549019607844
VA,136,408,No,No,0,142.3,79,158.0,113,177.5,75,6.0,11,2,False,278,483.8,0.014598540145985401,2.0291970802919708,3.5313868613138686
UT,111,510,No,No,0,191.3,80,138.5,94,246.0,107,6.4,3,2,False,284,582.1999999999999,0.017857142857142856,2.5357142857142856,5.198214285714285
MA,132,408,No,Yes,36,201.9,93,156.3,75,131.3,92,13.7,5,0,False,265,503.20000000000005,0.0,1.9924812030075187,3.7834586466165416
SD,128,415,No,No,0,247.3,91,182.7,60,143.2,112,14.7,2,3,False,265,587.9000000000001,0.023255813953488372,2.054263565891473,4.557364341085272
AL,92,408,No,Yes,38,242.2,96,159.7,144,210.0,108,8.9,1,1,False,349,620.8,0.010752688172043012,3.752688172043011,6.675268817204301
AL,197,415,Yes,No,0,127.3,80,222.3,115,173.9,95,13.7,5,5,True,295,537.2,0.025252525252525252,1.4898989898989898,2.7131313131313135
SC,99,415,No,Yes,33,179.1,93,238.3,102,165.7,96,10.6,1,2,False,292,593.6999999999999,0.02,2.92,5.936999999999999
FL,106,415,No,Yes,31,197.4,125,123.4,110,115.6,101,12.3,4,3,False,340,448.7,0.028037383177570093,3.177570093457944,4.1934579439252335
UT,78,415,No,No,0,193.1,85,172.1,105,129.6,119,10.2,1,0,False,310,504.99999999999994,0.0,3.9240506329113924,6.392405063291139
NY,98,408,No,No,0,171.7,99,174.8,87,189.6,130,7.8,6,1,False,322,543.9,0.010101010101010102,3.2525252525252526,5.493939393939394
MS,17,408,No,Yes,35,198.5,123,270.6,74,209.9,130,8.1,10,1,False,337,687.1,0.05555555555555555,18.72222222222222,38.172222222222224
NH,56,415,No,Yes,24,121.7,87,184.0,76,266.6,98,12.7,3,1,False,264,585.0,0.017543859649122806,4.631578947368421,10.263157894736842
VA,84,415,No,No,0,130.2,105,278.0,60,305.4,74,14.0,6,2,False,245,727.5999999999999,0.023529411764705882,2.8823529411764706,8.559999999999999
VT,95,510,No,No,0,203.4,96,168.6,61,173.0,105,13.7,3,2,False,265,558.7,0.020833333333333332,2.7604166666666665,5.819791666666667
NV,76,510,Yes,No,0,241.0,120,231.8,96,220.2,67,9.9,1,1,True,284,702.9,0.012987012987012988,3.688311688311688,9.128571428571428
WV,93,415,No,No,0,141.7,95,221.0,100,227.1,71,10.2,3,0,False,269,600.0,0.0,2.8617021276595747,6.382978723404255
WA,83,408,No,No,0,134.8,96,167.2,78,161.5,123,7.7,5,2,False,302,471.2,0.023809523809523808,3.5952380952380953,5.609523809523809
KS,123,415,No,No,0,163.1,119,249.4,51,168.2,77,9.0,10,1,False,257,589.7,0.008064516129032258,2.0725806451612905,4.755645161290323
VT,64,408,No,No,0,145.5,116,228.4,110,273.4,91,8.9,8,1,False,325,656.1999999999999,0.015384615384615385,5.0,10.095384615384614
OK,82,510,No,No,0,329.8,73,208.3,120,267.1,102,10.6,6,0,True,301,815.8000000000001,0.0,3.6265060240963853,9.828915662650603
CO,110,510,No,No,0,131.9,93,272.7,106,192.8,105,7.1,4,1,False,308,604.5000000000001,0.009009009009009009,2.774774774774775,5.445945945945947
TN,47,415,No,Yes,30,196.6,93,241.4,140,226.0,118,12.9,4,2,False,355,676.9,0.041666666666666664,7.395833333333333,14.102083333333333
KY,115,510,No,No,0,99.7,107,145.1,96,149.4,99,14.1,4,2,False,306,408.30000000000007,0.017241379310344827,2.6379310344827585,3.519827586206897
PA,69,415,No,No,0,143.6,88,141.8,86,194.0,83,10.8,5,3,False,262,490.2,0.04285714285714286,3.742857142857143,7.002857142857143
CT,90,415,No,No,0,37.8,80,155.3,105,175.0,111,14.2,5,3,False,301,382.3,0.03296703296703297,3.3076923076923075,4.201098901098901
MN,98,415,No,No,0,72.8,107,186.4,103,175.3,110,10.5,4,3,False,324,445.0,0.030303030303030304,3.272727272727273,4.494949494949495
WY,90,408,No,Yes,39,94.8,89,219.1,91,197.4,65,11.4,5,1,False,250,522.6999999999999,0.01098901098901099,2.7472527472527473,5.743956043956043
PA,174,415,No,Yes,15,221.8,143,210.6,115,221.8,109,12.4,9,1,False,376,666.6,0.005714285714285714,2.1485714285714286,3.809142857142857
PA,79,415,No,No,0,268.3,114,185.5,111,264.6,88,6.3,7,1,True,320,724.7,0.0125,4.0,9.05875
VT,99,415,No,No,0,115.5,75,218.1,111,254.9,98,11.5,7,7,True,291,600.0,0.07,2.91,6.0
ID,114,415,No,No,0,202.1,100,195.7,102,291.8,120,13.3,5,2,False,327,702.8999999999999,0.017391304347826087,2.8434782608695652,6.112173913043477
PA,141,510,No,No,0,215.6,113,200.6,81,153.8,107,12.4,6,1,False,307,582.4,0.007042253521126761,2.1619718309859155,4.101408450704225
NM,132,408,No,No,0,169.9,107,209.4,121,206.1,79,11.5,2,1,False,309,596.9,0.007518796992481203,2.3233082706766917,4.48796992481203
FL,133,510,No,No,0,201.7,85,169.4,116,286.3,80,6.0,4,0,False,285,663.4000000000001,0.0,2.126865671641791,4.950746268656717
TX,133,408,No,No,0,221.1,133,160.2,140,161.8,84,8.4,3,4,False,360,551.4999999999999,0.029850746268656716,2.6865671641791047,4.115671641791044
VT,93,510,No,Yes,32,218.7,117,115.0,61,192.7,85,9.4,5,2,False,268,535.8,0.02127659574468085,2.851063829787234,5.699999999999999
OR,140,415,No,No,0,120.3,108,240.4,84,216.4,74,7.7,3,4,True,269,584.8000000000001,0.028368794326241134,1.9078014184397163,4.147517730496454
FL,144,510,No,No,0,278.5,95,240.7,90,120.0,90,11.6,5,1,True,280,650.8000000000001,0.006896551724137931,1.9310344827586208,4.488275862068966
ID,24,408,No,Yes,29,236.3,105,190.8,114,129.0,105,7.2,2,3,False,326,563.3000000000001,0.12,13.04,22.532000000000004
MD,54,415,No,No,0,273.8,113,119.6,156,267.6,117,11.7,3,1,False,389,672.7,0.01818181818181818,7.072727272727272,12.230909090909092
WV,50,408,No,No,0,131.1,129,160.5,94,206.9,88,5.6,9,5,True,320,504.1,0.09803921568627451,6.2745098039215685,9.884313725490196
ID,92,415,No,Yes,23,167.4,83,258.6,129,116.4,110,11.2,3,4,False,325,553.6,0.043010752688172046,3.4946236559139785,5.952688172043011
NV,96,408,No,No,0,197.7,68,250.5,53,181.2,67,10.5,3,3,False,191,639.9,0.030927835051546393,1.9690721649484537,6.596907216494845
SC,102,408,No,No,0,174.5,73,213.7,114,164.7,116,10.3,5,4,False,308,563.1999999999999,0.038834951456310676,2.9902912621359223,5.467961165048543
NE,99,415,No,No,0,200.0,66,107.9,104,233.7,82,11.4,2,3,False,254,552.9999999999999,0.03,2.54,5.5299999999999985
ME,36,510,No,Yes,25,152.8,110,242.8,67,147.4,74,9.1,2,1,False,253,552.1,0.02702702702702703,6.837837837837838,14.921621621621622
MI,70,510,No,No,0,129.9,102,208.7,133,231.4,93,14.3,3,1,False,331,584.3,0.014084507042253521,4.661971830985915,8.229577464788731
AZ,109,415,Yes,No,0,268.4,85,150.6,131,297.9,84,9.7,8,2,True,308,726.6,0.01818181818181818,2.8,6.6054545454545455
AZ,100,415,No,No,0,188.5,152,148.3,115,179.8,88,15.2,5,2,False,360,531.8000000000001,0.019801980198019802,3.5643564356435644,5.265346534653466
MA,80,510,No,No,0,149.8,123,276.3,75,241.4,75,10.9,7,2,False,280,678.4,0.024691358024691357,3.45679012345679,8.375308641975309
SC,100,510,No,No,0,115.9,87,111.3,56,170.2,77,7.1,4,1,False,224,404.5,0.009900990099009901,2.217821782178218,4.0049504950495045
WV,50,510,No,No,0,131.7,108,216.5,103,196.1,126,11.0,5,1,False,342,555.3,0.0196078431372549,6.705882352941177,10.888235294117646
MS,105,415,No,No,0,101.4,48,159.1,119,259.2,53,12.2,2,1,False,222,531.9000000000001,0.009433962264150943,2.0943396226415096,5.017924528301887
VA,113,415,No,Yes,23,149.0,104,235.8,67,201.8,76,9.5,5,4,False,252,596.1,0.03508771929824561,2.210526315789474,5.228947368421053
MS,111,415,No,Yes,36,96.8,123,170.6,105,166.0,85,13.4,4,2,False,317,446.79999999999995,0.017857142857142856,2.830357142857143,3.989285714285714
NM,161,408,No,No,0,107.5,121,256.4,46,247.2,131,12.6,3,2,False,301,623.6999999999999,0.012345679012345678,1.8580246913580247,3.8499999999999996
TX,70,415,No,No,0,232.8,95,303.4,111,255.6,104,12.9,7,0,True,317,804.7,0.0,4.464788732394366,11.33380281690141
HI,97,415,No,Yes,43,121.1,105,260.2,115,222.4,100,8.3,5,3,False,325,611.9999999999999,0.030612244897959183,3.316326530612245,6.244897959183672
WA,130,510,No,No,0,124.3,70,270.7,99,239.5,83,3.5,6,0,False,258,638.0,0.0,1.9694656488549618,4.870229007633588
WI,92,415,No,No,0,157.7,101,298.6,100,216.9,99,13.8,3,1,False,303,687.0,0.010752688172043012,3.2580645161290325,7.387096774193548
CO,119,408,No,No,0,124.3,68,207.1,88,157.4,93,14.8,1,0,False,250,503.59999999999997,0.0,2.0833333333333335,4.196666666666666
NV,115,415,No,No,0,286.4,125,205.7,74,191.4,141,6.9,6,1,True,346,690.4,0.008620689655172414,2.9827586206896552,5.951724137931034
VA,127,408,No,Yes,25,173.0,91,245.8,64,300.0,99,4.8,3,0,False,257,723.5999999999999,0.0,2.0078125,5.653124999999999
ND,153,415,No,Yes,31,218.5,130,134.2,103,118.9,105,9.4,6,0,False,344,481.0,0.0,2.2337662337662336,3.1233766233766236
HI,79,415,No,No,0,41.9,124,211.0,95,237.9,55,11.4,5,1,False,279,502.2,0.0125,3.4875,6.2775
ND,35,415,No,No,0,260.8,87,258.1,78,131.3,123,5.8,2,1,False,290,656.0,0.027777777777777776,8.055555555555555,18.22222222222222
MN,68,510,No,No,0,226.7,94,168.4,129,188.7,117,10.2,1,0,False,341,594.0,0.0,4.942028985507246,8.608695652173912
DC,60,408,No,No,0,179.3,147,208.9,89,248.2,98,13.5,6,1,True,340,649.9000000000001,0.01639344262295082,5.573770491803279,10.65409836065574
MT,71,510,No,Yes,23,175.7,82,258.9,136,268.4,154,14.1,7,1,False,379,717.1,0.013888888888888888,5.263888888888889,9.959722222222222
WV,124,415,No,No,0,157.4,107,167.8,112,188.8,102,8.8,3,3,False,324,522.8,0.024,2.592,4.1823999999999995
ME,23,510,No,No,0,113.1,74,168.8,95,262.9,126,6.9,2,1,True,297,551.6999999999999,0.041666666666666664,12.375,22.987499999999997
WY,225,415,No,No,0,182.7,142,246.5,63,218.0,103,8.8,2,1,False,310,656.0,0.004424778761061947,1.3716814159292035,2.9026548672566372
NY,181,415,Yes,No,0,161.3,83,124.4,83,262.0,98,14.1,3,0,True,267,561.8000000000001,0.0,1.467032967032967,3.0868131868131874
VT,63,415,No,No,0,142.5,92,208.3,102,228.9,120,7.5,2,2,False,316,587.2,0.03125,4.9375,9.175
NC,54,415,Yes,No,0,190.5,108,259.7,108,141.5,111,9.7,2,2,True,329,601.4000000000001,0.03636363636363636,5.9818181818181815,10.934545454545455
MO,80,408,Yes,Yes,15,159.3,110,170.6,120,141.2,82,11.9,5,1,False,317,482.99999999999994,0.012345679012345678,3.9135802469135803,5.962962962962962
NC,118,408,Yes,Yes,39,153.8,106,123.3,111,117.8,103,9.2,6,1,False,326,404.1,0.008403361344537815,2.7394957983193278,3.3957983193277315
NJ,42,408,Yes,No,0,180.7,127,174.6,94,165.3,114,12.0,6,2,False,341,532.5999999999999,0.046511627906976744,7.930232558139535,12.386046511627905
OH,134,408,No,No,0,202.7,105,224.9,90,253.9,108,12.1,7,0,False,310,693.6,0.0,2.2962962962962963,5.137777777777778
TX,66,415,No,Yes,35,190.8,100,261.3,93,209.5,108,8.9,6,0,False,307,670.5,0.0,4.582089552238806,10.007462686567164
WA,66,415,No,No,0,205.1,102,232.7,109,259.9,95,9.2,6,2,False,312,706.9,0.029850746268656716,4.656716417910448,10.550746268656717
TN,127,415,No,Yes,28,235.6,124,236.8,113,241.2,127,7.7,2,1,False,366,721.3,0.0078125,2.859375,5.63515625
HI,146,510,No,No,0,189.3,77,155.9,128,186.0,83,7.4,3,0,False,291,538.6,0.0,1.9795918367346939,3.6639455782312926
WY,93,408,No,Yes,42,166.9,101,273.2,84,171.0,106,11.5,1,1,False,292,622.6,0.010638297872340425,3.106382978723404,6.623404255319149
CT,77,415,No,No,0,245.2,87,254.1,83,239.4,91,7.5,4,0,True,265,746.1999999999999,0.0,3.3974358974358974,9.566666666666666
NM,111,415,No,No,0,132.6,125,221.1,67,127.9,101,12.7,2,4,True,295,494.3,0.03571428571428571,2.6339285714285716,4.413392857142857
AL,115,510,No,Yes,14,192.3,86,88.7,90,229.4,120,10.5,3,2,False,299,520.9,0.017241379310344827,2.5775862068965516,4.49051724137931
MN,115,510,Yes,No,0,122.0,110,220.2,100,179.7,124,10.8,2,2,True,336,532.6999999999999,0.017241379310344827,2.896551724137931,4.5922413793103445
NC,114,408,No,No,0,193.0,101,250.0,81,133.3,79,9.6,2,2,False,263,585.9,0.017391304347826087,2.2869565217391306,5.094782608695652
OH,106,415,No,No,0,158.6,112,220.0,114,252.9,106,9.1,3,0,False,335,640.6,0.0,3.130841121495327,5.986915887850468
CO,59,510,No,No,0,153.6,92,205.5,88,114.5,89,12.5,10,1,False,279,486.1,0.016666666666666666,4.65,8.101666666666667
ND,87,415,Yes,Yes,40,221.6,79,157.1,74,222.4,124,11.5,3,1,False,280,612.6,0.011363636363636364,3.1818181818181817,6.961363636363637
NY,21,415,No,No,0,244.7,81,168.0,117,281.5,87,6.6,1,1,False,286,700.8000000000001,0.045454545454545456,13.0,31.85454545454546
